job_id,title,company,location,industry,salary_min,salary_max,experience_level,experience_years_min,experience_years_max,company_size,employment_type,remote_option,required_skills,posted_date,application_deadline,source,data_collection_date,dataset_version,salary_avg,salary_category
JOB_0192,Data Analyst,Blibli,Hybrid,Gaming,10000000,14000000,Mid,3.0,6.0,Medium (50-500),Full-time,Hybrid,"PostgreSQL, MySQL, Python, Vue.js",2025-04-27 05:34:48.298439,2025-06-10 05:34:48.298439,generated,2025-05-27 05:34:48.519446,1.0,12000000.0,Mid (5-10M)
JOB_0193,Mobile Developer,Healthcare Tech,Lampung,Transportation,23200000,27200000,Senior,7.0,15.0,Large (500+),Full-time,On-site,"Spring Boot, Java, AWS, PHP, FastAPI, Go",2025-05-04 05:34:48.298439,2025-07-05 05:34:48.298439,generated,2025-05-27 05:34:48.519446,1.0,25200000.0,Expert (15M+)
JOB_0194,Cloud Engineer,Software House,Semarang,Gaming,9000000,11000000,Mid,3.0,6.0,Medium (50-500),Full-time,Remote,"PHP, Django, Express.js",2025-05-18 05:34:48.298439,2025-06-17 05:34:48.298439,generated,2025-05-27 05:34:48.519446,1.0,10000000.0,Mid (5-10M)
JOB_0195,Data Analyst,Healthcare Tech,Batam,Consulting,8000000,11000000,Mid,3.0,6.0,Startup (<50),Full-time,On-site,"Terraform, Angular, React, AWS, Azure",2025-04-11 05:34:48.298439,2025-07-01 05:34:48.298439,generated,2025-05-27 05:34:48.519446,1.0,9500000.0,Mid (5-10M)
JOB_0196,System Administrator,Grab,Hybrid,Consulting,5000000,7000000,Junior,0.0,2.0,Large (500+),Full-time,On-site,"Terraform, Laravel, Kubernetes, Jenkins, AWS",2025-03-22 05:34:48.298439,2025-07-18 05:34:48.298439,generated,2025-05-27 05:34:48.519446,1.0,6000000.0,Entry (2-5M)
JOB_0197,Data Scientist,Local Tech Startup,Semarang,Transportation,28000000,32000000,Senior,7.0,15.0,Medium (50-500),Full-time,Hybrid,"Angular, Redis, GCP, Linux, Jenkins",2025-03-21 05:34:48.302093,2025-07-05 05:34:48.302093,generated,2025-05-27 05:34:48.519446,1.0,30000000.0,Expert (15M+)
JOB_0198,QA Engineer,E-commerce Platform,Batam,Government,12000000,14000000,Mid,3.0,6.0,Large (500+),Full-time,On-site,"Azure, Go, GCP, PHP",2025-05-12 05:34:48.302825,2025-07-08 05:34:48.302825,generated,2025-05-27 05:34:48.519446,1.0,13000000.0,Senior (10-15M)
JOB_0199,Cloud Engineer,Grab,Medan,Consulting,4000000,9000000,Junior,0.0,2.0,Large (500+),Full-time,Remote,"Nginx, Laravel, Vue.js",2025-04-24 05:34:48.302825,2025-07-04 05:34:48.302825,generated,2025-05-27 05:34:48.519446,1.0,6500000.0,Entry (2-5M)
JOB_0200,DevOps Engineer,Bukalapak,Surabaya,Media,8800000,10800000,Mid,3.0,6.0,Medium (50-500),Full-time,Hybrid,"PostgreSQL, Django, MongoDB, AWS, C#, Angular",2025-03-04 05:34:48.302825,2025-06-08 05:34:48.302825,generated,2025-05-27 05:34:48.519446,1.0,9800000.0,Mid (5-10M)
JOB_0201,Full Stack Developer,Shopee,Jakarta,Fintech,7200000,11200000,Junior,0.0,2.0,Startup (<50),Contract,On-site,"JavaScript, Python, Nginx, PostgreSQL",2025-05-16 05:34:48.302825,2025-07-03 05:34:48.302825,generated,2025-05-27 05:34:48.519446,1.0,9200000.0,Mid (5-10M)
JOB_0202,QA Engineer,Fintech Company,Yogyakarta,Transportation,21000000,23000000,Senior,7.0,15.0,Large (500+),Full-time,On-site,"Git, Redis, Python, Django",2025-05-17 05:34:48.304399,2025-07-15 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,22000000.0,Expert (15M+)
JOB_0203,QA Engineer,Multinational Corp,Semarang,Gaming,20000000,22000000,Senior,7.0,15.0,Large (500+),Full-time,Remote,"Elasticsearch, Vue.js, Terraform",2025-04-25 05:34:48.304399,2025-07-18 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,21000000.0,Expert (15M+)
JOB_0205,Technical Lead,Blibli,Hybrid,Fintech,6000000,10000000,Junior,0.0,2.0,Large (500+),Full-time,On-site,"Python, Nginx, Vue.js, Terraform, JavaScript, MongoDB",2025-05-18 05:34:48.304399,2025-07-20 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,8000000.0,Mid (5-10M)
JOB_0206,System Administrator,Bank Digital,Batam,Government,8000000,12000000,Mid,3.0,6.0,Large (500+),Full-time,On-site,"Nginx, MongoDB, AWS, Elasticsearch",2025-04-02 05:34:48.304399,2025-06-10 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,10000000.0,Mid (5-10M)
JOB_0207,Technical Lead,Shopee,Jakarta,Media,8400000,10400000,Junior,0.0,2.0,Medium (50-500),Full-time,Hybrid,"Node.js, PHP, Flask",2025-03-09 05:34:48.304399,2025-07-16 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,9400000.0,Mid (5-10M)
JOB_0208,Scrum Master,E-commerce Platform,Hybrid,Government,15000000,17000000,Senior,7.0,15.0,Large (500+),Full-time,Remote,"Nginx, JavaScript, Azure",2025-03-10 05:34:48.304399,2025-07-11 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,16000000.0,Senior (10-15M)
JOB_0209,Backend Developer,Digital Consulting,Bali,Media,4000000,8000000,Junior,0.0,2.0,Medium (50-500),Full-time,Hybrid,"Redis, Go, GCP, Java, C#, Nginx",2025-04-29 05:34:48.304399,2025-06-29 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,6000000.0,Entry (2-5M)
JOB_0210,System Administrator,Digital Consulting,Jakarta,Transportation,16800000,18800000,Mid,3.0,6.0,Startup (<50),Full-time,Remote,"Terraform, Vue.js, Angular",2025-03-07 05:34:48.304399,2025-07-14 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,17800000.0,Expert (15M+)
JOB_0211,Cloud Engineer,Dana,Remote,Gaming,15600000,20600000,Mid,3.0,6.0,Large (500+),Full-time,Hybrid,"Express.js, AWS, C#",2025-04-03 05:34:48.304399,2025-06-07 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,18100000.0,Expert (15M+)
JOB_0212,Database Administrator,Sea Group,Lampung,Media,17600000,19600000,Senior,7.0,15.0,Medium (50-500),Full-time,Remote,"Redis, PHP, Java",2025-04-19 05:34:48.304399,2025-06-22 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,18600000.0,Expert (15M+)
JOB_0213,Security Engineer,Sea Group,Solo,Healthcare,7000000,12000000,Junior,0.0,2.0,Large (500+),Contract,On-site,"Kubernetes, Python, Ruby, Redis",2025-04-08 05:34:48.304399,2025-07-21 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,9500000.0,Mid (5-10M)
JOB_0214,Scrum Master,Tokopedia,Makassar,E-commerce,9000000,14000000,Mid,3.0,6.0,Medium (50-500),Contract,Remote,"Go, PostgreSQL, Flask, Docker, Redis",2025-03-13 05:34:48.304399,2025-07-01 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,11500000.0,Mid (5-10M)
JOB_0215,Full Stack Developer,Government Agency,Batam,Transportation,14000000,19000000,Mid,3.0,6.0,Large (500+),Full-time,On-site,"Express.js, Laravel, FastAPI",2025-05-16 05:34:48.304399,2025-07-05 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,16500000.0,Senior (10-15M)
JOB_0216,Software Developer,Bukalapak,Yogyakarta,Fintech,4000000,6000000,Junior,0.0,2.0,Large (500+),Full-time,On-site,"Terraform, PostgreSQL, Java",2025-05-08 05:34:48.304399,2025-07-05 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,5000000.0,Entry (2-5M)
JOB_0217,System Administrator,Multinational Corp,Solo,Food & Beverage,20000000,23000000,Senior,7.0,15.0,Medium (50-500),Full-time,On-site,"Docker, Nginx, Go",2025-02-28 05:34:48.304399,2025-06-14 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,21500000.0,Expert (15M+)
JOB_0218,Product Manager,Blibli,Malang,Food & Beverage,6000000,8000000,Junior,0.0,2.0,Startup (<50),Full-time,On-site,"Vue.js, Docker, FastAPI",2025-05-03 05:34:48.304399,2025-06-11 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,7000000.0,Mid (5-10M)
JOB_0219,Data Scientist,Sea Group,Batam,Fintech,21000000,24000000,Senior,7.0,15.0,Startup (<50),Full-time,Remote,"Redis, PostgreSQL, Laravel, Flask, Jenkins, Spring Boot",2025-05-07 05:34:48.304399,2025-06-25 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,22500000.0,Expert (15M+)
JOB_0220,QA Engineer,Multinational Corp,Hybrid,E-commerce,7000000,10000000,Junior,0.0,2.0,Startup (<50),Full-time,Hybrid,"MongoDB, React, Vue.js, Express.js, Laravel",2025-05-17 05:34:48.304399,2025-07-14 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,8500000.0,Mid (5-10M)
JOB_0221,System Administrator,Healthcare Tech,Palembang,E-commerce,4800000,9800000,Junior,0.0,2.0,Medium (50-500),Full-time,On-site,"Laravel, Node.js, Docker, Flask, C#, MySQL",2025-04-20 05:34:48.304399,2025-07-11 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,7300000.0,Entry (2-5M)
JOB_0222,Security Engineer,Dana,Batam,E-commerce,19000000,22000000,Senior,7.0,15.0,Large (500+),Full-time,On-site,"Go, Elasticsearch, React",2025-05-05 05:34:48.304399,2025-07-13 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,20500000.0,Expert (15M+)
JOB_0223,Data Scientist,Shopee,Solo,Gaming,14000000,17000000,Mid,3.0,6.0,Large (500+),Full-time,On-site,"Elasticsearch, MySQL, Node.js, GCP, Python",2025-05-12 05:34:48.304399,2025-06-06 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,15500000.0,Senior (10-15M)
JOB_0224,Data Scientist,Gojek,Palembang,E-commerce,5600000,8600000,Junior,0.0,2.0,Medium (50-500),Full-time,On-site,"PHP, Go, Ruby",2025-05-10 05:34:48.304399,2025-06-13 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,7100000.0,Mid (5-10M)
JOB_0225,Full Stack Developer,Tokopedia,Bandung,Education,8800000,13800000,Mid,3.0,6.0,Large (500+),Contract,Hybrid,"Vue.js, PHP, PostgreSQL, Jenkins, Express.js",2025-05-07 05:34:48.304399,2025-06-22 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,11300000.0,Mid (5-10M)
JOB_0226,System Administrator,Gojek,Bandung,Consulting,25300000,28300000,Senior,7.0,15.0,Large (500+),Full-time,Remote,"C#, Git, Laravel, Django, GCP, JavaScript",2025-05-14 05:34:48.304399,2025-06-27 05:34:48.304399,generated,2025-05-27 05:34:48.519446,1.0,26800000.0,Expert (15M+)
JOB_0227,Product Manager,Bukalapak,Lampung,Government,5600000,7600000,Junior,0.0,2.0,Large (500+),Full-time,On-site,"Django, Ruby, FastAPI, GCP, MongoDB",2025-04-08 05:34:48.309443,2025-07-03 05:34:48.309443,generated,2025-05-27 05:34:48.519446,1.0,6600000.0,Mid (5-10M)
JOB_0228,Business Analyst,Healthcare Tech,Palembang,Media,19200000,24200000,Senior,7.0,15.0,Medium (50-500),Full-time,Hybrid,"JavaScript, Angular, Git, Python",2025-05-23 05:34:48.309443,2025-06-14 05:34:48.309443,generated,2025-05-27 05:34:48.519446,1.0,21700000.0,Expert (15M+)
JOB_0229,DevOps Engineer,Sea Group,Palembang,Gaming,5600000,10600000,Junior,0.0,2.0,Startup (<50),Full-time,Remote,"GCP, Laravel, Go",2025-03-26 05:34:48.309443,2025-07-15 05:34:48.309443,generated,2025-05-27 05:34:48.519446,1.0,8100000.0,Mid (5-10M)
JOB_0230,QA Engineer,Fintech Company,Jakarta,Fintech,15600000,19600000,Mid,3.0,6.0,Medium (50-500),Full-time,Hybrid,"Docker, Java, AWS",2025-03-23 05:34:48.309443,2025-06-24 05:34:48.309443,generated,2025-05-27 05:34:48.519446,1.0,17600000.0,Expert (15M+)
JOB_0231,Backend Developer,Multinational Corp,Remote,Government,15600000,18600000,Mid,3.0,6.0,Large (500+),Full-time,Remote,"Terraform, Go, React, PHP, Spring Boot",2025-03-24 05:34:48.310362,2025-07-24 05:34:48.310362,generated,2025-05-27 05:34:48.519446,1.0,17100000.0,Expert (15M+)
JOB_0232,Business Analyst,Healthcare Tech,Jakarta,Government,8400000,10400000,Junior,0.0,2.0,Medium (50-500),Full-time,On-site,"Spring Boot, Ruby, Terraform, Java",2025-05-26 05:34:48.310362,2025-06-19 05:34:48.310362,generated,2025-05-27 05:34:48.519446,1.0,9400000.0,Mid (5-10M)
JOB_0233,Data Scientist,Bukalapak,Semarang,Healthcare,12000000,16000000,Mid,3.0,6.0,Startup (<50),Full-time,Hybrid,"Django, Vue.js, Redis, PostgreSQL",2025-03-25 05:34:48.310362,2025-07-04 05:34:48.310362,generated,2025-05-27 05:34:48.519446,1.0,14000000.0,Senior (10-15M)
JOB_0234,UI/UX Designer,Fintech Company,Jakarta,Fintech,28800000,33800000,Senior,7.0,15.0,Startup (<50),Full-time,Remote,"Django, Java, Spring Boot, Jenkins",2025-04-18 05:34:48.310362,2025-06-30 05:34:48.310362,generated,2025-05-27 05:34:48.519446,1.0,31300000.0,Expert (15M+)
JOB_0235,Business Analyst,Local Tech Startup,Surabaya,Transportation,15400000,20400000,Mid,3.0,6.0,Large (500+),Full-time,On-site,"PHP, Express.js, Java, Redis, Spring Boot",2025-05-06 05:34:48.310362,2025-07-03 05:34:48.310362,generated,2025-05-27 05:34:48.519446,1.0,17900000.0,Expert (15M+)
JOB_0236,Frontend Developer,Fintech Company,Lampung,Media,5600000,10600000,Junior,0.0,2.0,Startup (<50),Full-time,Remote,"Terraform, Django, Linux, AWS, PHP, Flask",2025-04-14 05:34:48.311364,2025-06-14 05:34:48.311364,generated,2025-05-27 05:34:48.519446,1.0,8100000.0,Mid (5-10M)
JOB_0237,Product Manager,Bank Digital,Malang,Media,4000000,7000000,Junior,0.0,2.0,Startup (<50),Full-time,On-site,"Elasticsearch, MongoDB, Terraform, Laravel, Node.js, Docker",2025-05-17 05:34:48.311364,2025-07-10 05:34:48.311364,generated,2025-05-27 05:34:48.519446,1.0,5500000.0,Entry (2-5M)
JOB_0238,Full Stack Developer,OVO,Surabaya,Healthcare,4400000,8400000,Junior,0.0,2.0,Medium (50-500),Contract,Hybrid,"Redis, Kubernetes, Nginx, MySQL, Java",2025-05-17 05:34:48.311364,2025-06-11 05:34:48.311364,generated,2025-05-27 05:34:48.519446,1.0,6400000.0,Entry (2-5M)
JOB_0239,Frontend Developer,Bank Digital,Solo,Consulting,26000000,28000000,Senior,7.0,15.0,Medium (50-500),Contract,Hybrid,"Azure, Flask, Django, JavaScript, AWS",2025-03-02 05:34:48.311364,2025-07-03 05:34:48.311364,generated,2025-05-27 05:34:48.519446,1.0,27000000.0,Expert (15M+)
JOB_0240,Business Analyst,Bank Digital,Malang,Consulting,6000000,8000000,Junior,0.0,2.0,Startup (<50),Full-time,On-site,"Node.js, Java, JavaScript, PHP",2025-05-24 05:34:48.312360,2025-07-21 05:34:48.312360,generated,2025-05-27 05:34:48.519446,1.0,7000000.0,Mid (5-10M)
JOB_0241,Business Analyst,Gojek,Batam,Government,10000000,15000000,Mid,3.0,6.0,Medium (50-500),Full-time,On-site,"Linux, Redis, Vue.js",2025-03-27 05:34:48.312360,2025-06-17 05:34:48.312360,generated,2025-05-27 05:34:48.519446,1.0,12500000.0,Mid (5-10M)
JOB_0242,System Administrator,Digital Consulting,Medan,Government,6000000,10000000,Junior,0.0,2.0,Large (500+),Full-time,On-site,"Linux, Express.js, React, Redis",2025-03-07 05:34:48.312360,2025-07-17 05:34:48.312360,generated,2025-05-27 05:34:48.519446,1.0,8000000.0,Mid (5-10M)
JOB_0243,Software Developer,Digital Consulting,Palembang,Education,11200000,15200000,Mid,3.0,6.0,Large (500+),Full-time,On-site,"Python, Express.js, Kubernetes",2025-03-13 05:34:48.312360,2025-07-03 05:34:48.312360,generated,2025-05-27 05:34:48.519446,1.0,13200000.0,Senior (10-15M)
JOB_0244,Software Developer,OVO,Malang,Transportation,7000000,11000000,Junior,0.0,2.0,Large (500+),Full-time,On-site,"Angular, React, Go, Express.js, Flask",2025-04-25 05:34:48.312360,2025-06-12 05:34:48.312360,generated,2025-05-27 05:34:48.519446,1.0,9000000.0,Mid (5-10M)
JOB_0245,Backend Developer,Healthcare Tech,Semarang,Transportation,14000000,19000000,Mid,3.0,6.0,Medium (50-500),Full-time,On-site,"Express.js, Django, Angular, Vue.js",2025-03-03 05:34:48.312360,2025-06-28 05:34:48.312360,generated,2025-05-27 05:34:48.519446,1.0,16500000.0,Senior (10-15M)
JOB_0246,Database Administrator,Grab,Medan,Gaming,10000000,15000000,Mid,3.0,6.0,Large (500+),Part-time,On-site,"PostgreSQL, MongoDB, Node.js, Java",2025-04-05 05:34:48.313390,2025-07-06 05:34:48.313390,generated,2025-05-27 05:34:48.519446,1.0,12500000.0,Mid (5-10M)
JOB_0247,Product Manager,Software House,Makassar,E-commerce,10000000,13000000,Mid,3.0,6.0,Medium (50-500),Part-time,Remote,"Java, Jenkins, MongoDB, Spring Boot, Node.js, Laravel",2025-05-07 05:34:48.313390,2025-06-18 05:34:48.313390,generated,2025-05-27 05:34:48.519446,1.0,11500000.0,Mid (5-10M)
JOB_0248,Business Analyst,Sea Group,Bali,E-commerce,21000000,24000000,Senior,7.0,15.0,Large (500+),Full-time,Hybrid,"Go, Elasticsearch, FastAPI, GCP",2025-03-18 05:34:48.313390,2025-06-19 05:34:48.313390,generated,2025-05-27 05:34:48.519446,1.0,22500000.0,Expert (15M+)
JOB_0249,Frontend Developer,Healthcare Tech,Yogyakarta,Fintech,13000000,16000000,Mid,3.0,6.0,Medium (50-500),Contract,Remote,"Redis, Angular, Azure",2025-04-14 05:34:48.313390,2025-06-18 05:34:48.313390,generated,2025-05-27 05:34:48.519446,1.0,14500000.0,Senior (10-15M)
JOB_0250,Data Scientist,Grab,Surabaya,Government,8800000,12800000,Mid,3.0,6.0,Medium (50-500),Full-time,Remote,"Git, Spring Boot, PHP, Linux",2025-05-11 05:34:48.313390,2025-06-18 05:34:48.313390,generated,2025-05-27 05:34:48.519446,1.0,10800000.0,Mid (5-10M)
JOB_0251,Scrum Master,Local Tech Startup,Makassar,Transportation,23000000,27000000,Senior,7.0,15.0,Large (500+),Contract,Remote,"Docker, Angular, Git, Express.js, PostgreSQL, Go",2025-05-04 05:34:48.314389,2025-07-11 05:34:48.314389,generated,2025-05-27 05:34:48.519446,1.0,25000000.0,Expert (15M+)
JOB_0252,System Administrator,Software House,Batam,Government,4000000,7000000,Junior,0.0,2.0,Medium (50-500),Full-time,Hybrid,"Java, Express.js, Azure",2025-05-21 05:34:48.314389,2025-06-27 05:34:48.314389,generated,2025-05-27 05:34:48.519446,1.0,5500000.0,Entry (2-5M)
JOB_0253,System Administrator,E-commerce Platform,Bandung,Transportation,4400000,8400000,Junior,0.0,2.0,Large (500+),Full-time,On-site,"Vue.js, Spring Boot, Laravel, Linux, Nginx, AWS",2025-05-08 05:34:48.314927,2025-06-05 05:34:48.314927,generated,2025-05-27 05:34:48.519446,1.0,6400000.0,Entry (2-5M)
JOB_0254,Data Scientist,Local Tech Startup,Jakarta,Healthcare,16800000,18800000,Mid,3.0,6.0,Medium (50-500),Full-time,On-site,"Git, Flask, Java",2025-05-08 05:34:48.314927,2025-06-03 05:34:48.314927,generated,2025-05-27 05:34:48.519446,1.0,17800000.0,Expert (15M+)
JOB_0255,Data Analyst,Dana,Batam,Food & Beverage,5000000,10000000,Junior,0.0,2.0,Medium (50-500),Full-time,Remote,"Express.js, Jenkins, FastAPI, Ruby, Docker, Terraform",2025-03-23 05:34:48.314927,2025-07-08 05:34:48.314927,generated,2025-05-27 05:34:48.519446,1.0,7500000.0,Entry (2-5M)
JOB_0256,Data Scientist,Shopee,Yogyakarta,E-commerce,4000000,7000000,Junior,0.0,2.0,Large (500+),Full-time,Hybrid,"PHP, GCP, JavaScript, Elasticsearch",2025-03-18 05:34:48.314927,2025-06-10 05:34:48.314927,generated,2025-05-27 05:34:48.519446,1.0,5500000.0,Entry (2-5M)
JOB_0257,Technical Lead,Dana,Solo,Gaming,7000000,10000000,Junior,0.0,2.0,Medium (50-500),Contract,Remote,"MySQL, FastAPI, Redis",2025-05-01 05:34:48.314927,2025-07-11 05:34:48.314927,generated,2025-05-27 05:34:48.519446,1.0,8500000.0,Mid (5-10M)
JOB_0258,Software Developer,Blibli,Bandung,Fintech,7700000,9700000,Junior,0.0,2.0,Medium (50-500),Full-time,Remote,"Nginx, GCP, Jenkins, Linux",2025-04-14 05:34:48.315963,2025-06-04 05:34:48.315963,generated,2025-05-27 05:34:48.519446,1.0,8700000.0,Mid (5-10M)
JOB_0259,Cloud Engineer,Multinational Corp,Surabaya,Gaming,13200000,15200000,Mid,3.0,6.0,Startup (<50),Full-time,Remote,"Nginx, Spring Boot, Java, Express.js, MySQL",2025-04-16 05:34:48.315963,2025-07-12 05:34:48.315963,generated,2025-05-27 05:34:48.519446,1.0,14200000.0,Senior (10-15M)
JOB_0260,Scrum Master,Multinational Corp,Hybrid,Education,16000000,19000000,Senior,7.0,15.0,Medium (50-500),Full-time,On-site,"JavaScript, Angular, MongoDB, React, Linux",2025-04-05 05:34:48.315963,2025-07-07 05:34:48.315963,generated,2025-05-27 05:34:48.519446,1.0,17500000.0,Expert (15M+)
JOB_0261,Product Manager,Digital Consulting,Surabaya,E-commerce,11000000,15000000,Mid,3.0,6.0,Medium (50-500),Full-time,Hybrid,"C#, React, PostgreSQL, MySQL, JavaScript, MongoDB",2025-04-17 05:34:48.315963,2025-07-05 05:34:48.315963,generated,2025-05-27 05:34:48.519446,1.0,13000000.0,Senior (10-15M)
JOB_0262,Product Manager,Fintech Company,Semarang,Food & Beverage,7000000,9000000,Junior,0.0,2.0,Startup (<50),Full-time,Remote,"Python, Node.js, C#, React",2025-03-22 05:34:48.315963,2025-07-03 05:34:48.315963,generated,2025-05-27 05:34:48.519446,1.0,8000000.0,Mid (5-10M)
JOB_0264,QA Engineer,Local Tech Startup,Medan,Fintech,5000000,8000000,Junior,0.0,2.0,Startup (<50),Full-time,On-site,"Git, C#, PostgreSQL, Laravel, Redis, Azure",2025-03-14 05:34:48.316959,2025-06-25 05:34:48.316959,generated,2025-05-27 05:34:48.519446,1.0,6500000.0,Entry (2-5M)
JOB_0265,Data Scientist,Healthcare Tech,Palembang,Fintech,14400000,16400000,Senior,7.0,15.0,Startup (<50),Full-time,Hybrid,"Vue.js, Django, MongoDB, PHP, Elasticsearch",2025-03-05 05:34:48.316959,2025-06-27 05:34:48.316959,generated,2025-05-27 05:34:48.519446,1.0,15400000.0,Senior (10-15M)
JOB_0266,Product Manager,Tokopedia,Solo,Healthcare,14000000,17000000,Mid,3.0,6.0,Startup (<50),Full-time,On-site,"Django, Spring Boot, AWS, Java, PostgreSQL",2025-03-31 05:34:48.316959,2025-06-25 05:34:48.316959,generated,2025-05-27 05:34:48.519446,1.0,15500000.0,Senior (10-15M)
JOB_0267,Business Analyst,Traveloka,Lampung,Government,5600000,10600000,Junior,0.0,2.0,Medium (50-500),Full-time,Remote,"Express.js, Kubernetes, Azure, C#",2025-05-13 05:34:48.316959,2025-06-18 05:34:48.316959,generated,2025-05-27 05:34:48.519446,1.0,8100000.0,Mid (5-10M)
JOB_0268,Scrum Master,Traveloka,Jakarta,Healthcare,10800000,13800000,Mid,3.0,6.0,Large (500+),Full-time,On-site,"GCP, Azure, Git",2025-03-27 05:34:48.316959,2025-07-23 05:34:48.316959,generated,2025-05-27 05:34:48.519446,1.0,12300000.0,Senior (10-15M)
JOB_0270,DevOps Engineer,Tokopedia,Surabaya,Media,24200000,26200000,Senior,7.0,15.0,Large (500+),Full-time,On-site,"PHP, Flask, Django, Jenkins, Docker",2025-04-20 05:34:48.317956,2025-06-15 05:34:48.317956,generated,2025-05-27 05:34:48.519446,1.0,25200000.0,Expert (15M+)
JOB_0271,Security Engineer,Tokopedia,Remote,Government,10800000,13800000,Mid,3.0,6.0,Large (500+),Contract,Hybrid,"Kubernetes, MySQL, Spring Boot, React, Nginx, PHP",2025-04-25 05:34:48.318937,2025-07-25 05:34:48.318937,generated,2025-05-27 05:34:48.519446,1.0,12300000.0,Senior (10-15M)
JOB_0273,Data Scientist,Traveloka,Palembang,Consulting,9600000,13600000,Mid,3.0,6.0,Startup (<50),Full-time,Remote,"Docker, Terraform, Spring Boot, Python",2025-05-18 05:34:48.319280,2025-06-24 05:34:48.319280,generated,2025-05-27 05:34:48.519446,1.0,11600000.0,Mid (5-10M)
JOB_0274,QA Engineer,Shopee,Jakarta,Healthcare,8400000,12400000,Junior,0.0,2.0,Large (500+),Full-time,Remote,"Git, Terraform, Python, JavaScript, Angular",2025-04-15 05:34:48.319280,2025-07-22 05:34:48.319280,generated,2025-05-27 05:34:48.519446,1.0,10400000.0,Mid (5-10M)
JOB_0275,Database Administrator,Government Agency,Bali,Fintech,7000000,9000000,Junior,0.0,2.0,Large (500+),Contract,Remote,"Elasticsearch, Jenkins, MySQL, Django, PostgreSQL",2025-05-03 05:34:48.319280,2025-06-27 05:34:48.319280,generated,2025-05-27 05:34:48.519446,1.0,8000000.0,Mid (5-10M)
JOB_0276,Full Stack Developer,Traveloka,Medan,Fintech,7000000,12000000,Junior,0.0,2.0,Medium (50-500),Full-time,Remote,"GCP, Redis, Flask, Docker",2025-05-18 05:34:48.320307,2025-07-20 05:34:48.320307,generated,2025-05-27 05:34:48.519446,1.0,9500000.0,Mid (5-10M)
JOB_0277,Cloud Engineer,Blibli,Bali,Transportation,13000000,16000000,Mid,3.0,6.0,Large (500+),Full-time,Remote,"Django, Elasticsearch, JavaScript, Flask, AWS",2025-03-18 05:34:48.320307,2025-07-08 05:34:48.320307,generated,2025-05-27 05:34:48.519446,1.0,14500000.0,Senior (10-15M)
JOB_0278,Product Manager,E-commerce Platform,Semarang,E-commerce,6000000,8000000,Junior,0.0,2.0,Startup (<50),Full-time,On-site,"Node.js, Azure, Go, AWS, C#, GCP",2025-03-30 05:34:48.320307,2025-07-07 05:34:48.320307,generated,2025-05-27 05:34:48.519446,1.0,7000000.0,Mid (5-10M)
JOB_0279,Product Manager,Dana,Batam,E-commerce,22000000,25000000,Senior,7.0,15.0,Large (500+),Part-time,On-site,"JavaScript, Redis, FastAPI, Spring Boot, Elasticsearch",2025-03-10 05:34:48.320307,2025-06-14 05:34:48.320307,generated,2025-05-27 05:34:48.519446,1.0,23500000.0,Expert (15M+)
JOB_0280,Security Engineer,Dana,Bali,Transportation,4000000,6000000,Junior,0.0,2.0,Large (500+),Full-time,On-site,"Django, Jenkins, MySQL, Docker, MongoDB, Spring Boot",2025-03-03 05:34:48.320307,2025-07-09 05:34:48.320307,generated,2025-05-27 05:34:48.519446,1.0,5000000.0,Entry (2-5M)
JOB_0282,Cloud Engineer,Fintech Company,Solo,Consulting,5000000,9000000,Junior,0.0,2.0,Startup (<50),Full-time,Remote,"React, Git, Python, Django, Elasticsearch, Express.js",2025-03-04 05:34:48.321303,2025-06-30 05:34:48.321303,generated,2025-05-27 05:34:48.519446,1.0,7000000.0,Entry (2-5M)
JOB_0283,Data Scientist,Traveloka,Surabaya,E-commerce,6600000,8600000,Junior,0.0,2.0,Medium (50-500),Contract,Hybrid,"Laravel, JavaScript, MySQL",2025-05-07 05:34:48.321303,2025-07-13 05:34:48.321303,generated,2025-05-27 05:34:48.519446,1.0,7600000.0,Mid (5-10M)
